ds,y
2013-08-12,177383.8448501091
2013-08-13,159291.60925724678
2013-08-14,146780.55484965706
2013-08-15,86578.5383211491
2013-08-16,41048.51391591188
2013-08-17,176568.2976036514
2013-08-18,154206.58787381664
2013-08-19,150464.68567114157
2013-08-20,151953.22953075156
2013-08-21,140067.4335380241
2013-08-22,153449.3271106862
2013-08-23,120153.21850425046
2013-08-24,306545.01984164974
2013-08-25,360404.16953459353
2013-08-26,367557.87555128377
2013-08-27,334457.79058402224
2013-08-28,281343.6096092836
2013-08-29,162982.0537118429
2013-08-30,63968.74216149552
2013-08-31,233319.62230608932
2013-09-01,234848.8915445735
2013-09-02,239979.46934677707
2013-09-03,218040.8842151192
2013-09-04,202691.51373024398
2013-09-05,119615.1406449527
2013-09-06,51291.81303034691
2013-09-07,217844.0192415743
2013-09-08,211188.68300688083
2013-09-09,219642.10585386294
2013-09-10,218420.56136905498
2013-09-11,193533.9827493954
2013-09-12,221920.0267137506
2013-09-13,95003.05196149675
2013-09-14,295326.89825561905
2013-09-15,414567.63883930823
2013-09-16,457603.328270468
2013-09-17,374421.084532475
2013-09-18,310097.75445960683
2013-09-19,198764.6163892841
2013-09-20,80634.91824307475
2013-09-21,269036.8689766527
2013-09-22,229530.30559990543
2013-09-23,252810.35227094294
2013-09-24,203378.13314521633
2013-09-25,161331.33246211446
2013-09-26,96566.94897737089
2013-09-27,39821.81154048824
2013-09-28,168943.585146833
2013-09-29,163296.15864521213
2013-09-30,160300.8247968203
2013-10-01,161055.89007899567
2013-10-02,163121.98939364165
2013-10-03,63741.96799312544
2013-10-04,54616.851436051926
2013-10-05,269281.9347424491
2013-10-06,411896.7177897926
2013-10-07,474086.63858395605
2013-10-08,438973.41255376383
2013-10-09,321726.7413713125
2013-10-10,208007.74937393283
2013-10-11,103558.1879487288
2013-10-12,314366.042803995
2013-10-13,262793.18639553094
2013-10-14,261006.50444826568
2013-10-15,244535.03089403556
2013-10-16,208673.08960231917
2013-10-17,140611.85843198714
2013-10-18,57343.86384854886
2013-10-19,215249.63889372846
2013-10-20,195097.2113915757
2013-10-21,188952.37158244458
2013-10-22,200525.68519101056
2013-10-23,216578.35625982404
2013-10-24,232928.21645493136
2013-10-25,166244.74521239748
2013-10-26,438487.94141902326
2013-10-27,392117.9074676219
2013-10-28,342093.451188444
2013-10-29,314859.4380086245
2013-10-30,247400.3720407731
2013-10-31,134657.77569194746
2013-11-01,70442.0486195993
2013-11-02,250964.6298654918
2013-11-03,209606.94999553007
2013-11-04,200925.73713748134
2013-11-05,198418.89142324537
2013-11-06,175364.32622978225
2013-11-07,101485.91553249193
2013-11-08,38637.986417045286
2013-11-09,184346.93848459487
2013-11-10,163037.5827387229
2013-11-11,166331.15212158865
2013-11-12,155406.9710192496
2013-11-13,160742.91176886787
2013-11-14,142840.5507221981
2013-11-15,89591.71590856081
2013-11-16,265833.0095293453
2013-11-17,301116.36389643676
2013-11-18,326393.002950577
2013-11-19,312363.6634657788
2013-11-20,249872.78702096848
2013-11-21,177102.5253559972
2013-11-22,79066.74674844915
2013-11-23,267477.5264130983
2013-11-24,235727.4242527315
2013-11-25,230878.36311983695
2013-11-26,198205.85678379043
2013-11-27,204294.94047848135
2013-11-28,121881.43450958781
2013-11-29,45468.00500046019
2013-11-30,216716.9533248653
2013-12-01,206686.5752481533
2013-12-02,199714.7196152108
2013-12-03,204012.1510724112
2013-12-04,215368.93899746763
2013-12-05,212333.88548566386
2013-12-06,142472.08454166565
2013-12-07,411882.8368284427
2013-12-08,375629.1746123781
2013-12-09,408993.21486668236
2013-12-10,356575.25550162
2013-12-11,297543.9681895854
2013-12-12,185692.71514435485
2013-12-13,82139.06913767937
2013-12-14,340939.97417884966
2013-12-15,304585.93595510797
2013-12-16,329890.6890967334
2013-12-17,275190.0080327861
2013-12-18,233764.64334024844
2013-12-19,168813.60668767148
2013-12-20,44098.50352854373
2013-12-21,220209.37295142314
2013-12-22,176152.42532467766
2013-12-23,140632.4803625966
2013-12-24,46735.17281166222
2013-12-25,12112.647951693898
2013-12-26,14694.746893238429
2013-12-27,26109.105341162292
2013-12-28,194094.42721037148
2013-12-29,258584.3674589985
2013-12-30,328147.80027771654
2013-12-31,231980.68773032606
2014-01-01,41224.49674572078
2014-01-02,263240.0575512209
2014-01-03,85054.60448604349
2014-01-04,335439.4208222949
2014-01-05,254924.06452527054
2014-01-06,181843.7415131548
2014-01-07,237707.10681640785
2014-01-08,207396.00358671095
2014-01-09,134360.17720936425
2014-01-10,49155.66720851467
2014-01-11,201777.61344574092
2014-01-12,181389.53054342544
2014-01-13,178534.90392162936
2014-01-14,177828.63107098453
2014-01-15,182649.29023204546
2014-01-16,122525.89373996717
2014-01-17,47090.84876678241
2014-01-18,178572.46326430794
2014-01-19,160086.13303371894
2014-01-20,214405.4732281747
2014-01-21,222555.90967369787
2014-01-22,192556.91737748397
2014-01-23,144871.88734137884
2014-01-24,56406.86398472234
2014-01-25,230995.10398333805
2014-01-26,192703.9072534623
2014-01-27,197154.0962294648
2014-01-28,186968.5489364144
2014-01-29,163660.42161012485
2014-01-30,120515.23572770292
2014-01-31,46569.22038658903
2014-02-01,190340.90421853703
2014-02-02,162105.39668817312
2014-02-03,160262.15022524496
2014-02-04,144789.68360635484
2014-02-05,194665.5148706621
2014-02-06,153033.26685678674
2014-02-07,66446.48603352456
2014-02-08,200109.50903195573
2014-02-09,195744.7652832772
2014-02-10,204982.7395114968
2014-02-11,182906.45553077222
2014-02-12,158724.4555420977
2014-02-13,108629.0166913833
2014-02-14,47919.11988504905
2014-02-15,176535.30341597978
2014-02-16,166971.05632282858
2014-02-17,155264.2639199827
2014-02-18,154264.83276622157
2014-02-19,198762.10602635855
2014-02-20,195439.948812231
2014-02-21,80271.5841383511
2014-02-22,223521.02285164877
2014-02-23,213947.943684718
2014-02-24,223497.58969845567
2014-02-25,226078.81572559229
2014-02-26,232551.22756739327
2014-02-27,228791.73602430147
2014-02-28,90026.99004839492
2014-02-28,273089.56279579096
2014-03-01,246189.99932733146
2014-03-02,233401.8584606616
2014-03-03,221396.18005588278
2014-03-04,176044.36712877316
2014-03-05,130160.24515553185
2014-03-06,48566.369367997075
2014-03-07,176303.6723157465
2014-03-08,167601.4193060953
2014-03-09,158250.70269531955
2014-03-10,154337.8291390436
2014-03-11,153432.625655468
2014-03-12,155139.7814020985
2014-03-13,67130.75254937763
2014-03-14,195824.01178904565
2014-03-15,186099.819461204
2014-03-16,195590.96342047796
2014-03-17,190919.68025635259
2014-03-18,252656.86556774954
2014-03-19,206624.66446839305
2014-03-20,103877.58599785896
2014-03-21,279435.877790145
2014-03-22,238460.9481286468
2014-03-23,204067.60946297864
2014-03-24,167036.26656177
2014-03-25,43831.411754430614
2014-03-26,96064.11608290311
2014-03-27,25274.435589878707
2014-03-28,48859.60120724558
2014-03-29,236714.171028423
2014-03-30,196071.81660135507
2014-03-31,204895.13169237287
2014-04-01,181643.3784695843
2014-04-02,102616.12007308159
2014-04-03,40935.18741325472
2014-04-04,181346.35408642876
2014-04-05,168793.30352450284
2014-04-06,160565.42836470346
2014-04-07,146053.78333731386
2014-04-08,229157.87235339775
2014-04-09,209592.25477496133
2014-04-10,96648.87525922398
2014-04-11,310992.67591620894
2014-04-12,292143.233710869
2014-04-13,293788.4843914744
2014-04-14,263308.26499199594
2014-04-15,230327.1953069752
2014-04-16,137708.51346086923
2014-04-17,50966.67078718412
2014-04-18,228700.49001826844
2014-04-19,189032.68818097276
2014-04-20,172694.2653521137
2014-04-21,162549.4463389718
2014-04-22,147718.27009914865
2014-04-23,86900.3003095437
2014-04-24,35229.283410229844
2014-04-25,154901.73490245925
2014-04-26,144716.14104260434
2014-04-27,155919.40632876387
2014-04-28,156296.16292265608
2014-04-29,159483.77857618037
2014-04-30,136518.04222461113
2014-05-01,51493.76731866453
2014-05-02,215123.32567710092
2014-05-03,181740.6511638746
2014-05-04,153872.58541961343
2014-05-05,30772.845367169888
2014-05-06,147797.91581710838
2014-05-07,95151.97238045587
2014-05-08,47447.053893611075
2014-05-09,225140.7904163149
2014-05-10,220395.3831625467
2014-05-11,197701.808940322
2014-05-12,182675.0846521228
2014-05-13,162503.15748362898
2014-05-14,105204.47217536154
2014-05-15,25378.06342725779
2014-05-16,30059.046787146483
2014-05-17,180774.09875875112
2014-05-18,143780.7554189861
2014-05-19,141511.7496290894
2014-05-20,156448.45434267205
2014-05-21,110309.8563862137
2014-05-22,53658.387228363914
2014-05-23,225124.86596590906
2014-05-24,201584.7833437469
2014-05-25,169323.90533132767
2014-05-26,81555.2470663393
2014-05-27,157327.09857465062
2014-05-28,91471.28903880209
2014-05-29,46388.56510193737
2014-05-30,163836.42164552902
2014-05-31,149243.08713168075
2014-06-01,139953.70256828304
2014-06-02,134776.01838170522
2014-06-03,155754.5911804276
2014-06-04,109960.45336458455
2014-06-05,47522.77287569696
2014-06-06,186581.89647128855
2014-06-07,175288.09743668453
2014-06-08,180095.79737004757
2014-06-09,167618.8748141886
2014-06-10,186999.21373400872
2014-06-11,133184.6411767134
2014-06-12,66211.91434805165
2014-06-13,229335.94681748186
2014-06-14,201519.42666880347
2014-06-15,184598.5609338338
2014-06-16,167770.33881510544
2014-06-17,147525.77779166936
2014-06-18,88753.99097830024
2014-06-19,32177.68351539945
2014-06-20,144622.70541186284
2014-06-21,130718.86798434379
2014-06-22,128784.13957072415
2014-06-23,122290.75778119256
2014-06-24,108903.63719048153
2014-06-25,76950.99705751361
2014-06-26,25719.73741799115
2014-06-27,134735.3662247061
2014-06-28,119976.0920412244
2014-06-29,130982.82679131255
2014-06-30,125181.12664645023
2014-07-01,177258.34098208376
2014-07-02,170833.30839730974
2014-07-03,64525.19918140639
2014-07-04,260602.41876570383
2014-07-05,230543.33414672813
2014-07-06,198176.23334484678
2014-07-07,175377.03655029234
2014-07-08,151251.13624045945
2014-07-09,85374.40679107797
2014-07-10,36461.76916337967
2014-07-11,152453.43337677594
2014-07-12,145399.2543613835
2014-07-13,143259.20198464685
2014-07-14,136255.42934821086
2014-07-15,109781.97815097158
2014-07-16,66824.90233960438
2014-07-17,24134.654889702317
2014-07-18,122788.8771013797
2014-07-19,120394.12974032733
2014-07-20,119030.17226169513
2014-07-21,117577.61530211564
2014-07-22,101040.81981759606
2014-07-23,61820.98889581883
2014-07-24,23255.79312938663
2014-07-25,115399.66569960803
2014-07-26,112988.03483455711
2014-07-27,112100.15627202891
2014-07-28,110913.71325277706
2014-07-29,183061.41672763962
2014-07-30,176279.30992693853
2014-07-31,122185.9816404342
2014-08-01,326854.72884425445
2014-08-02,271096.58643435495
2014-08-03,227277.31553331448
2014-08-04,205686.87706094014
2014-08-05,187826.4492822971
2014-08-06,108537.10232641471
2014-08-07,42007.847156069365
2014-08-08,184179.48672807805
2014-08-09,180590.49201396154
2014-08-10,173296.3248462478
2014-08-11,158316.15931905928
2014-08-12,147194.74043206024
2014-08-13,82525.81581515759
2014-08-14,30332.103502178405
2014-08-15,137670.69571858167
2014-08-16,149616.33263794513
2014-08-17,140020.43795132844
2014-08-18,149488.22888009573
2014-08-19,132460.36369734065
2014-08-20,86485.00425843125
2014-08-21,36569.02033904703
2014-08-22,153582.44499285612
2014-08-23,141859.06187045792
2014-08-24,141227.14329207074
2014-08-25,132201.43153501343
2014-08-26,203613.53272918152
2014-08-27,167113.41664632678
2014-08-28,85748.1692509456
2014-08-29,306632.8628916524
2014-08-30,266258.54757277545
2014-08-31,249669.20373424434
2014-09-01,213775.29537196495
2014-09-02,193911.06307919283
2014-09-03,120324.43262575766
2014-09-04,70304.81843949844
2014-09-05,241487.41062835883
2014-09-06,208485.53505106524
2014-09-07,192082.17644396776
2014-09-08,176620.8422172308
2014-09-09,152001.06026569838
2014-09-10,94312.30579445597
2014-09-11,32674.992078737454
2014-09-12,171622.5199887269
2014-09-13,151007.79034014154
2014-09-14,136153.37461870586
2014-09-15,159202.1622341395
2014-09-16,80707.89864332702
2014-09-17,164965.93098330995
2014-09-18,56305.12789531392
2014-09-19,229990.857482656
2014-09-20,236063.91491460492
2014-09-21,279233.5542282829
2014-09-22,281347.6886790719
2014-09-23,266574.04158884817
2014-09-24,174565.19173230248
2014-09-25,82502.73844280414
2014-09-26,277984.26006348815
2014-09-27,275927.72486862744
2014-09-28,260222.83869480138
2014-09-29,216781.29685291174
2014-09-30,186590.60101203696
2014-10-01,134500.34209983525
2014-10-02,68528.86701053014
2014-10-03,84879.14033899382
2014-10-04,269317.1025525971
2014-10-05,251006.06913297228
2014-10-06,279666.13432660117
2014-10-07,286063.36256318196
2014-10-08,205753.13098712952
2014-10-09,103179.38814786129
2014-10-10,415386.1612070504
2014-10-11,539329.3458487648
2014-10-12,606342.9015828317
2014-10-13,449919.4505015267
2014-10-14,315581.5606570757
2014-10-15,-1421.281783287902
2014-10-16,1159.846905835451
2014-10-17,444256.8667043448
2014-10-18,289149.2296613083
2014-10-19,276024.95184893114
2014-10-20,270283.41443987744
2014-10-21,258437.39925975318
2014-10-22,237491.84405133917
2014-10-23,142168.40180887544
2014-10-24,508931.8204083439
2014-10-25,398877.0505618045
2014-10-26,383116.60329982714
2014-10-27,441114.2980124113
2014-10-28,326659.01409991074
2014-10-29,225467.74991184848
2014-10-30,129218.93727265815
2014-10-31,354893.71427217807
2014-11-01,224281.44028015964
2014-11-02,681912.7926856935
2014-11-03,691775.4753371539
2014-11-04,544082.8229128976
2014-11-05,340174.0943742646
2014-11-06,133406.8413011557
2014-11-07,535674.1702171721
2014-11-08,421761.01904432644
2014-11-09,423783.2397313613
2014-11-10,427282.4691414701
2014-11-11,353641.8422994668
2014-11-12,243725.29119193426
2014-11-13,168160.51490592165
2014-11-14,438751.55785469845
2014-11-15,382276.5026893307
2014-11-16,366015.93655818526
2014-11-17,344237.2034674963
2014-11-18,277432.01643041783
2014-11-19,219908.86733233987
2014-11-20,103839.43384102934
2014-11-21,377007.5269361163
2014-11-22,486836.7513856818
2014-11-23,455487.63094728836
2014-11-24,410737.35466382245
2014-11-25,320246.46379077015
2014-11-26,194319.22969286013
2014-11-27,65623.74468790223
2014-11-28,290236.6285454819
2014-11-29,273020.2707679576
2014-11-30,252094.68917813705
2014-12-01,329496.6582620103
2014-12-02,251728.39187689207
2014-12-03,132043.82024828516
2014-12-04,66795.17627466148
2014-12-05,254213.25017572043
2014-12-06,225199.11137660104
2014-12-07,260065.60668317744
2014-12-08,256995.17028223473
2014-12-09,327798.1308789626
2014-12-10,355212.3583220601
2014-12-11,233657.74594239093
2014-12-12,816619.6377479259
2014-12-13,630067.9079480732
2014-12-14,588053.8701775233
2014-12-15,433435.6127581266
2014-12-16,327477.93067878776
2014-12-17,198986.65204245393
2014-12-18,84551.58383994254
2014-12-19,308545.06524010573
2014-12-20,267562.76816107176
2014-12-21,244847.6013110887
2014-12-22,208215.4701269524
2014-12-23,162970.01109787176
2014-12-24,49022.52435931752
2014-12-25,11555.609693287252
2014-12-26,11875.179317533128
2014-12-27,199910.86587540296
2014-12-28,169812.74485687524
2014-12-29,173429.77777924002
2014-12-30,140442.974647592
2014-12-31,75818.75275659074
2015-01-01,16355.367355178325
2015-01-02,175469.68432841252
2015-01-03,173122.198327403
2015-01-04,159516.25114364122
2015-01-05,175497.32889102033
2015-01-06,114724.86197953353
2015-01-07,109942.65396149294
2015-01-08,29630.90844192722
2015-01-09,175308.60537657188
2015-01-10,162479.77427659824
2015-01-11,147885.69171267346
2015-01-12,161793.0866546496
2015-01-13,195340.80375331102
2015-01-14,216497.51583370447
2015-01-15,165286.11708103216
2015-01-16,338754.89086283674
2015-01-17,292912.8693197509
2015-01-18,310772.2892845559
2015-01-19,254707.5301393434
2015-01-20,202565.6460879153
2015-01-21,132662.40154525248
2015-01-22,55360.741969119146
2015-01-23,213326.62724509323
2015-01-24,190763.88298879657
2015-01-25,185368.44477822326
2015-01-26,164803.38192387825
2015-01-27,135850.33776206104
2015-01-28,84829.94029779239
2015-01-29,32169.355405719056
2015-01-30,141850.81685267805
2015-01-31,132374.68031824208
2015-02-01,135437.91566244996
2015-02-02,131688.6630295009
2015-02-03,114358.50897218677
2015-02-04,72072.29209096727
2015-02-05,27806.09693236312
2015-02-06,137357.6175851747
2015-02-07,130109.01541001062
2015-02-08,131299.08713234685
2015-02-09,130306.76048846336
2015-02-10,133090.57358107695
2015-02-11,139513.10230357805
2015-02-12,93606.64445276668
2015-02-13,229108.50238731113
2015-02-14,234636.5970187324
2015-02-15,238939.25300286076
2015-02-16,209394.53145606123
2015-02-17,188118.4068884805
2015-02-18,121133.0104440742
2015-02-19,42820.34623638381
2015-02-20,186881.97095256764
2015-02-21,168871.1549704646
2015-02-22,157170.92490977424
2015-02-23,141791.99899324556
2015-02-24,120451.10797336846
2015-02-25,70484.52728243974
2015-02-26,35292.58024749761
2015-02-27,120538.84324028435
2015-02-28,130693.79958569203
2015-03-01,134890.52684461867
2015-03-02,142311.64280434398
2015-03-03,116577.90271358994
2015-03-04,88703.1596286172
2015-03-05,50067.590869723135
2015-03-06,176809.98647745055
2015-03-07,192279.53123553502
2015-03-08,221980.71904862334
2015-03-09,202196.79145565917
2015-03-10,160775.4236014339
2015-03-11,98312.06729507516
2015-03-12,42880.44453869511
2015-03-13,192152.87259334564
2015-03-14,164678.73628805048
2015-03-15,158826.16798064727
2015-03-16,151992.99706134124
2015-03-17,136896.61974941732
2015-03-18,87838.12950412654
2015-03-19,39791.24533436845
2015-03-20,149721.0445465801
2015-03-21,124972.53442652088
2015-03-22,127552.89396564763
2015-03-23,118804.09889386526
2015-03-24,105029.80294809343
2015-03-25,65590.42588345234
2015-03-26,22104.777625312072
2015-03-27,117132.31608384346
2015-03-28,106447.98081251509
2015-03-29,107669.66029354067
2015-03-30,106763.05828710823
2015-03-31,98132.04570224811
2015-04-01,88129.52021889697
2015-04-02,43969.750073931515
2015-04-03,177801.53755792757
2015-04-04,199208.74365955967
2015-04-05,209154.04918025376
2015-04-06,208355.18356960156
2015-04-07,182234.9680466898
2015-04-08,103365.70643152668
2015-04-09,39482.75340088524
2015-04-10,161259.2901351278
2015-04-11,151923.51044464813
2015-04-12,145273.83583122186
2015-04-13,126532.06420242565
2015-04-14,28051.467688666322
2015-04-15,77899.50407622282
2015-04-16,15845.797401437414
2015-04-17,16389.387510599925
2015-04-18,164128.95790160846
2015-04-19,134625.1185021323
2015-04-20,135622.40023141
2015-04-21,117050.87663178965
2015-04-22,68999.87508252368
2015-04-23,25413.541746989136
2015-04-24,131327.90407207535
2015-04-25,127030.22135160625
2015-04-26,115694.87643214941
2015-04-27,123985.93560080447
2015-04-28,152272.58296180758
2015-04-29,172526.52519364678
2015-04-30,97868.32518533053
2015-05-01,107256.2630339729
2015-05-02,370981.7862572359
2015-05-03,294554.2254434861
2015-05-04,327519.44790010096
2015-05-05,265496.3713618511
2015-05-06,148073.6541051329
2015-05-07,69849.76619441246
2015-05-08,278663.726540007
2015-05-09,241952.0633335825
2015-05-10,217919.36093876252
2015-05-11,231027.03028104617
2015-05-12,187178.9198480307
2015-05-13,101233.46011492716
2015-05-14,35504.04985687128
2015-05-15,186016.81894190056
2015-05-16,173535.33602811157
2015-05-17,158182.06606826693
2015-05-18,164281.3001541322
2015-05-19,148069.74700921468
2015-05-20,86676.43858225444
2015-05-21,27672.554721995664
2015-05-22,146920.6152402022
2015-05-23,134870.81342832668
2015-05-24,115059.30601991096
2015-05-25,26562.23274864786
2015-05-26,183737.0831279603
2015-05-27,149522.4376625807
2015-05-28,90256.67366225203
2015-05-29,288901.06667470577
2015-05-30,263386.9395573474
2015-05-31,225416.19055708958
2015-06-01,193080.09032699387
2015-06-02,150955.65709585056
2015-06-03,86185.53710893726
2015-06-04,26098.532468485813
2015-06-05,32611.60559083846
2015-06-06,189057.55637112405
2015-06-07,162849.08325906383
2015-06-08,162295.0356069288
2015-06-09,130624.90439453087
2015-06-10,71850.59724918554
2015-06-11,28316.110621912896
2015-06-12,149680.09134784905
2015-06-13,128611.34021585631
2015-06-14,108496.32650382891
2015-06-15,57337.755249994174
2015-06-16,122264.89981893702
2015-06-17,62339.60519018355
2015-06-18,26722.571435485082
2015-06-19,117958.94923908125
2015-06-20,97181.55924745755
2015-06-21,110980.39418780083
2015-06-22,103101.11620825902
2015-06-23,89401.7363242732
2015-06-24,54010.686691299976
2015-06-25,15905.551951051611
2015-06-26,109342.17387687924
2015-06-27,101487.72340915629
2015-06-28,109910.78081391579
2015-06-29,137048.06097663162
2015-06-30,193632.106726012
2015-07-01,165699.87371969767
2015-07-02,91299.40304741646
2015-07-03,257048.4938642448
2015-07-04,243003.83366212697
2015-07-05,192857.73326587986
2015-07-06,177964.64974385643
2015-07-07,153719.6772895976
2015-07-08,92247.94002081244
2015-07-09,34822.05973256547
2015-07-10,164147.76229966295
2015-07-11,164631.1330573386
2015-07-12,153598.47300774814
2015-07-13,140144.62130846945
2015-07-14,127485.76728289091
2015-07-15,78440.28390776893
2015-07-16,24832.64005249587
2015-07-17,138872.9030553172
2015-07-18,125536.7150952506
2015-07-19,124205.58102383905
2015-07-20,126375.32883322074
2015-07-21,98533.96911517184
2015-07-22,62897.321418412575
2015-07-23,24184.131993557847
2015-07-24,120872.45027576639
2015-07-25,127035.34611356357
2015-07-26,112982.953856027
2015-07-27,113714.7921898205
2015-07-28,96643.08917555265
2015-07-29,60047.49351656723
2015-07-30,15170.626608732253
2015-07-31,111313.25913722279
2015-08-01,109303.01426471012
2015-08-02,104133.29387021097
2015-08-03,135474.76574115228
2015-08-04,230556.60066490766
2015-08-05,171467.5321857833
2015-08-06,75531.92650920717
2015-08-07,244182.00129447773
2015-08-08,200916.81159940045
2015-08-09,181253.49264840194
2015-08-10,180273.4096633942
2015-08-11,153955.85298267056
2015-08-12,94621.50935118855
2015-08-13,35295.7707973324
2015-08-14,151425.6658396978
2015-08-15,117778.92870787565
2015-08-16,126856.38217883949
2015-08-17,138744.73567006167
2015-08-18,119691.64281106408
2015-08-19,70458.34316324124
2015-08-20,32764.653655643942
2015-08-21,134016.6888352722
2015-08-22,109567.75229554067
